"","Position","Samples","Starch","Total.Polysaccharides","WSP","Glucose","Fructose","Sucrose","Total.Sugar","Variety","Edit"
"35","83","14NY0294-2",3.5693779,0,-4.6534472,7.413444,8.4690952,34.4743271,50.2772064,"Wh07013","WSP Zeroed"
"36","218","14NY0729-2",5.5669174,0,-4.5636988,7.1546516,8.3589611,34.1200676,49.5783615,"Wh10113R","WSP Nulled"
"37","178","14NY0634-1",8.6139107,1.9613087,-4.5449343,6.5659857,7.9526682,32.5416679,47.010704,"Wh05066a","WSP Nulled"
"38","92","14NY0308-2",5.725913,0,-4.5320225,7.1214247,8.3410587,34.0511322,49.4669762,"Wh10113R","WSP Nulled"
"39","57","14NY0226-1",2.8290081,0,-4.5052643,7.3801594,8.5593367,34.4977646,50.4153252,"Wh07165R","WSP Zeroed"
"40","229","14NY0748-2",3.1155844,0,-4.4535985,7.4206905,8.518899,34.2011108,50.0962753,"Wh07165R","WSP Zeroed"
"41","104","14NY0325-2",15.5790052,7.4103193,-4.4383087,5.8204284,7.1858654,29.3477764,42.1875572,"Wh10080","WSP Zeroed"
"42","41","14NY0170",9.8685708,3.67906995,-4.41500855,6.6164634,7.68480205,31.3133745,45.46811675,"Wuh09098i","WSP Zeroed"
"43","27","14NY0142-2",7.4658928,1.7225413,-4.4121103,6.8154063,8.0818281,32.6901855,47.5281906,"Wh93017","WSP Nulled"
"44","677","15W3146-2",12.57472035,5.37471435,-4.37679815,6.09197595,7.50465465,30.59172345,44.09243015,"Wh10080","WSP Zeroed"
"45","103","14NY0325-1",13.2561941,5.8919501,-4.3767147,6.1352396,7.4334936,30.1945877,43.6224289,"Wh10080","WSP Zeroed"
"46","79","14NY0284-2",13.4075861,6.0186157,-4.3428326,6.1430283,7.4421258,30.4280472,43.8754463,"Wh09068","WSP Nulled"
"47","26","14NY0142-1",11.4449472,4.7704215,-4.2972898,6.1711931,7.5478778,30.6988087,44.3396378,"Wh93017","WSP Zeroed"
"48","140","14NY0552-1",6.1824398,1.4493682,-4.2697945,7.0476751,8.0376654,32.3207092,47.3087387,"Wh07013","WSP Zeroed"
"49","112","14NY0344-2",9.1066217,2.2820036,-4.2368283,6.965529,7.9314241,32.4358559,47.2550354,"Wuh98032","WSP Zeroed"
"50","100","14NY0322-2",4.4202423,0,-4.227766,7.2706604,8.4219131,34.6679268,50.5108719,"Wuh09164i","WSP Zeroed"
"51","28","14NY0146",12.60624405,5.96659065,-4.22218635,6.15617275,7.3774581,29.8422384,43.2470665,"Wuh09093i","WSP Zeroed"
"52","143","14NY0564",20.2986169,9.2331913,-4.19731425,4.82738805,6.46766475,27.27680585,38.4978218,"Wuh09191i","WSP Zeroed"
"53","82","14NY0294-1",8.8016233,3.6037383,-4.1916695,6.6078453,7.691668,30.9703674,45.1656609,"Wh07013","WSP Zeroed"
"54","192","14NY0666-2",2.7438574,NA,-4.1874485,7.5285826,8.5876551,34.8276749,51.0261383,"Wh01001","WSP Zeroed"
"55","232","14NY0754-1",15.1680861,7.8164639,-4.1679096,5.6117525,7.0072527,28.53652,41.0250511,"Wh07166R","WSP Zeroed"
"56","572","15NY0692",21.3609695,9.3826733,-4.1221504,4.899642,6.4502621,27.2998714,38.569725,"Wuh98032","WSP Zeroed"
"57","110","14NY0338-2",19.8083839,11.2356644,-4.1207662,4.934062,6.4630146,26.4894085,37.7037354,"Wh05081a","WSP Nulled"
"58","135","14NY0537-2",4.6290016,0,-4.0575724,7.0637531,8.3726254,33.6799011,49.2078362,"Wh05051","WSP Zeroed"
"59","197","14NY0671-1",12.7117758,6.6723709,-4.0508404,6.1589355,7.2975888,29.2187386,42.5309982,"Wh93017","WSP Zeroed"
"60","34","14NY0157-1",3.650898,0,-4.0080113,7.3371968,8.4928226,34.5764389,50.5476074,"Wh05051","WSP Zeroed"
"61","210","14NY0715-1",16.4338531,9.3422127,-3.9932427,5.4336805,6.8611426,27.6522713,39.8286171,"Wh09068","WSP Nulled"
"62","5","14NY0023-2",9.7654448,3.5110688,-3.9925818,6.5733962,7.6503024,30.7861671,44.9580994,"R853","WSP Zeroed"
"63","522","15NY0392",20.8883324,9.3861771,-3.9914207,5.0109482,6.4748478,27.1576271,38.5662231,"Wh10046R","WSP Zeroed"
"64","91","14NY0308-1",8.3794212,3.7094936,-3.9875205,6.6273503,7.8502426,31.227787,45.6662407,"Wh10113R","WSP Nulled"
"65","142","14NY0558-2",19.9771233,11.8138599,-3.9482934,4.8626757,6.3798294,25.9575558,37.0405159,"Wh92054","WSP Zeroed"
"66","211","14NY0715-2",17.6921654,10.2376375,-3.9391439,5.4233189,6.7858529,27.2131386,39.2724915,"Wh09068","WSP Nulled"
"67","477","15NY0171",20.709919,8.3216028,-3.9289713,4.9003367,6.4333582,27.2454472,38.5799789,"Wh10049R","WSP Zeroed"
"68","217","14NY0729-1",15.8069773,8.6230946,-3.9217594,5.8181667,7.0147476,28.1336231,40.8224449,"Wh10113R","WSP Nulled"
"69","592","15NY0827",18.9434776,8.5372543,-3.8992014,5.1063442,6.6448727,27.5383263,39.2707367,"Wuh07183i","WSP Zeroed"
"70","233","14NY0754-2",12.83599,8.2014141,-3.8811681,6.1659994,7.1831713,28.259161,41.4355278,"Wh07166R","WSP Zeroed"
"71","175","14NY0627-2",15.0564146,8.7490959,-3.8643785,5.8905201,7.0998898,28.3040962,41.150116,"Wh00065","WSP Zeroed"
"72","195","14NY0669",14.7623491,8.057605,-3.8642536,5.9376614,6.9941075,28.11248585,40.91109275,"Wuh09098i","WSP Zeroed"
"73","499","15NY0278",20.9419975,9.9933834,-3.8527756,5.0113516,6.4000101,26.7018929,38.0273933,"Wuh98032","WSP Nulled"
"74","511","15NY0318",19.270031,7.9047022,-3.8434901,5.1714187,6.5599852,27.4841385,39.2099266,"Wuh09191i","WSP Zeroed"
"75","476","15NY0152",22.8907814,13.7447023,-3.8278949,4.4144263,6.0464015,24.6665382,34.9784813,"Wh00050","WSP Zeroed"
"76","101","14NY0323-1",12.4127226,6.9035459,-3.8178899,6.1773577,7.3526006,29.2002182,42.625042,"Wh98044","WSP Zeroed"
"77","45","14NY0184-1",16.2448082,10.6519337,-3.8121202,5.6319652,6.806807,26.7896557,39.0347061,"Wh07166R","WSP Zeroed"
"78","607","15NY0910",21.370266,11.6411533,-3.8045988,4.7962356,6.3874245,26.0537357,37.1418457,"Wh10113R","WSP Nulled"
"79","689","15W3214-2",20.5919266,11.6007118,-3.7963147,5.0032024,6.4226131,26.1645641,37.4716911,"Wh10113R","WSP Nulled"
"80","564","15NY0659",21.9131165,12.6793461,-3.774348,4.7396107,6.2769527,25.5759506,36.4616318,"Wh00065","WSP Zeroed"
"81","80","14NY0292-1",12.4314547,7.2910395,-3.7638609,6.1804042,7.3073921,28.8033562,42.1917725,"Wh05066a","WSP Zeroed"
"82","179","14NY0639-1",12.44806,7.8277569,-3.7622242,6.0968876,7.2092304,28.358139,41.5369606,"Wh05081a","WSP Nulled"
"83","612","15NY0946",20.2870293,11.5924473,-3.7512751,4.8901348,6.4138317,25.9647045,37.1689949,"Wh07051","WSP Zeroed"
"84","70","14NY0255-2",11.9170542,6.5321503,-3.7445567,6.2616816,7.4086657,29.3415241,42.9238319,"Wh10216V","WSP Zeroed"
"85","147","14NY0566-2",8.6275434,5.2115746,-3.7074959,6.7054329,7.7693157,30.3059254,44.7082214,"Wh98044","WSP Zeroed"
"86","505","15NY0301",26.1030579,15.9724493,-3.6997313,3.9903874,5.6687279,23.1128101,32.6183395,"Wh09141R","WSP Zeroed"
"87","166","14NY0611-1",7.5284176,2.1173475,-3.6842184,6.6808119,7.9759884,31.8067646,46.5745468,"Wh09061","WSP Zeroed"
"88","582","15NY0755",22.8707275,14.2491589,-3.669673,4.3876352,5.9629855,24.1505051,34.3511314,"Wh00050","WSP Nulled"
"89","10","14NY0077-1",6.697175,2.3515491,-3.6580949,7.0427713,8.0675602,31.5459614,46.6908035,"R825","WSP Zeroed"
"90","53","14NY0213-1",14.3157244,9.8597364,-3.6508818,5.9114356,6.8964825,26.9672947,39.5854073,"Wh92054","WSP Zeroed"
"91","222","14NY0737-1",10.027318,6.983099,-3.6475205,6.4993877,7.4637108,28.9328632,42.7741318,"Wh93006","WSP Zeroed"
"92","170","14NY0621-1",23.768383,15.1793957,-3.6403799,4.7503452,6.0099401,23.8459206,34.375618,"Wh10080","WSP Zeroed"
"93","95","14NY0313-2",9.2478428,4.374105,-3.6382565,6.8959785,7.7291117,30.3668461,44.916851,"Wh08092","WSP Zeroed"
"94","131","14NY0510-1",5.3670359,1.7418771,-3.6302974,7.1613421,8.0734921,31.7041569,46.9551888,"R853","WSP Zeroed"
"95","632","15W2428-2",23.4734802,14.6594353,-3.6100361,4.4231434,5.9262772,23.8247089,34.0411606,"Wh05066a","WSP Zeroed"
"96","15","14NY0089-2",6.1559124,1.2216756,-3.6074023,6.9591999,8.1176643,32.1458054,47.3298645,"Wh96015","WSP Zeroed"
"97","181","14NY0642",19.52836035,10.44435645,-3.60578025,5.21603085,6.47016785,26.14667415,37.7520599,"Wuh09150i","WSP Zeroed"
"98","76","14NY0277-2",12.43641,8.4169569,-3.5883427,6.3592792,7.2821317,28.1003456,41.5986099,"Wh10140R","WSP Zeroed"
"99","512","15NY0337",22.7349854,13.1913471,-3.5729816,4.5252867,6.0289264,24.4809666,34.9303856,"Wh09083","WSP Zeroed"
"100","37","14NY0162-2",9.072072,2.8787346,-3.5724487,6.5432444,7.7691164,30.9953842,45.3911705,"Wh09075","WSP Zeroed"
"101","529","15NY0438",25.2397728,15.2147312,-3.5720141,4.2944765,5.8510065,23.653265,33.6479263,"Wh10113R","WSP Zeroed"
"102","599","15NY0855",22.2038727,13.3604727,-3.5611587,4.6195021,6.1843815,24.9279556,35.6372032,"Wh09068","WSP Zeroed"
"103","94","14NY0313-1",8.722641,4.8149471,-3.5462284,7.0265636,7.7906008,30.2349644,44.9624062,"Wh08092","WSP Zeroed"
"104","61","14NY0235-2",8.2380304,2.436568,-3.5422864,6.845036,7.8266096,31.0093994,45.734951,"Wh09009","WSP Zeroed"
"105","160","14NY0600-1",4.9443407,0,-3.5357265,7.3915482,8.2857552,32.8125496,48.5961571,"Wh07020a","WSP Zeroed"
"106","96","14NY0314",16.7242656,9.555186,-3.52649275,5.6080446,6.77535725,26.88048075,39.18772125,"Wuh07466i","WSP Zeroed"
"107","50","14NY0206-2",10.4581709,6.4000354,-3.5227971,6.485467,7.579133,29.4095135,43.439106,"Wh00065","WSP Zeroed"
"108","484","15NY0198",24.3396606,15.8576651,-3.5146284,4.6173449,5.9348898,23.6154938,33.9468689,"Wh00065","WSP Zeroed"
"109","220","14NY0732",12.1022253,8.5439987,-3.5023627,6.3848181,7.3052053,28.1141872,41.6817932,"Wuh09093i","WSP Zeroed"
"110","60","14NY0235-1",12.9361296,5.7155418,-3.4896109,6.0854616,7.247797,28.9237728,42.2731133,"Wh09009","WSP Zeroed"
"111","86","14NY0296",16.27689695,9.0181339,-3.48257445,5.74868205,6.87323495,27.2109289,39.78006935,"Wuh07182i","WSP Zeroed"
"112","107","14NY0330-1",6.2207565,0.7801774,-3.4745617,7.0911407,8.1247358,32.1248093,47.4622459,"Wh08042","WSP Zeroed"
"113","586","15NY0792",18.6995583,8.3024244,-3.4607317,5.232585,6.6417084,27.0836678,39.0203056,"Wh07020a","WSP Zeroed"
"114","22","14NY0118-1",10.9784842,7.9146585,-3.4579411,6.3896713,7.3310738,28.1765079,41.7676735,"Wh10173V","WSP Zeroed"
"115","180","14NY0639-2",14.4646101,10.3494349,-3.4492259,5.8272004,6.875669,26.5908356,39.1497612,"Wh05081a","WSP Nulled"
"116","35","14NY0157-2",4.7725201,0,-3.4441233,7.1283898,8.1844254,32.7070541,48.2033081,"Wh05051","WSP Zeroed"
"117","535","15NY0492",26.0557137,16.8115749,-3.4389915,4.1503587,5.6234393,22.4450893,32.0388947,"Wh10140R","WSP Zeroed"
"118","69","14NY0255-1",10.0264673,6.5488119,-3.4389148,6.6022077,7.5804815,29.3288631,43.4265251,"Wh10216V","WSP Zeroed"
"119","43","14NY0180",17.4000167666667,9.39096006666667,-3.43020486666667,5.44513353333333,6.6734635,26.6465962666667,38.7362633,"Wuh09150i","WSP Zeroed"
"120","148","14NY0568-1",14.4298449,10.535264,-3.4216671,5.9246674,6.9993296,26.8067741,39.5988197,"Wh10231V","WSP Nulled"
"121","87","14NY0300-1",6.9345694,2.9875,-3.4141312,6.9789462,7.9785185,31.1068554,46.1233139,"Wh96011","WSP Zeroed"
"122","58","14NY0226-2",19.6988869,13.9245796,-3.4110665,4.8304234,6.2713585,24.4708271,35.4552307,"Wh07165R","WSP Zeroed"
"123","516","15NY0364",24.8930664,16.3227367,-3.4064503,4.5010204,5.865797,23.4688301,33.6402512,"Wh09068","WSP Zeroed"
"124","213","14NY0722-1",7.9324541,5.2611527,-3.4046779,6.8130651,7.9403939,30.3064804,45.0972023,"Wh1095407-2","WSP Zeroed"
"125","223","14NY0737-2",13.9788027,10.1592398,-3.4004967,5.8939552,6.9421749,26.7576351,39.4655151,"Wh93006","WSP Zeroed"
"126","49","14NY0206-1",10.1931982,6.902205,-3.3883743,6.5967789,7.6245494,29.1956062,43.3672981,"Wh00065","WSP Nulled"
"127","637","15W2561-2",25.7967606,16.9546204,-3.3872299,4.3363161,5.7874784,22.8726883,32.8244247,"Wh05032a","WSP Zeroed"
"128","459","15NY0075",26.7739906,17.3012714,-3.3749983,4.1754498,5.6925378,22.6438408,32.3421402,"Wh05032a","WSP Zeroed"
"129","212","14NY0717",11.18922425,2.2459382,-3.36204025,6.4040146,7.5040586,30.2451973,44.331089,"Wuh09164i","WSP Zeroed"
"130","237","14NY0758-2",20.0829697,13.9219027,-3.3618631,5.2640381,6.3177376,24.3046665,35.6849976,"Wh07051","WSP Zeroed"
"131","464","15NY0100",24.8399429,16.5426216,-3.350214,4.2270827,5.7488365,22.7346859,32.5599899,"Wh10140R","WSP Zeroed"
"132","456","15NY0066",23.9002838,15.3808756,-3.3453934,4.4696465,5.7401142,22.8820915,32.9248657,"Wh07013","WSP Zeroed"
"133","72","14NY0269-2",3.0927916,NA,-3.3427477,7.507308,8.4773083,33.6076355,49.8410645,"Wh10049R","WSP Zeroed"
"134","543","15NY0526",28.6220703,19.0149879,-3.3363266,3.8941369,5.4268723,21.5606689,30.67173,"Wh05032a","WSP Zeroed"
"135","97","14NY0321-1",16.4522629,8.1435375,-3.3272274,5.477879,6.8069534,27.2608261,39.595295,"Wh09061","WSP Zeroed"
"136","447","15NY0011",19.2587204,9.0606079,-3.3210931,5.0944796,6.480351,26.2925529,37.9361839,"Wuh09097i","WSP Zeroed"
"137","596","15NY0850",25.2029724,17.4225464,-3.3190579,4.2742481,5.6282091,22.0970497,31.7975388,"Wh92054","WSP Zeroed"
"138","199","14NY0678-1",6.9169559,1.9242389,-3.3054261,6.9289007,7.9798236,31.3135872,46.3420486,"Wh04020a","WSP Zeroed"
"139","198","14NY0671-2",12.2785177,8.6293278,-3.3006785,6.1254501,7.1668921,27.544384,40.7571487,"Wh93017","WSP Zeroed"
"140","11","14NY0077-2",11.6698008,7.4188061,-3.2485075,6.3815918,7.4202013,28.3158665,42.1104279,"R825","WSP Zeroed"
"141","473","15NY0134",28.0878296,19.1951904,-3.247762,3.9059944,5.3581538,21.0447273,30.0847473,"Wh92054","WSP Nulled"
"142","149","14NY0568-2",14.2616205,9.5617161,-3.2473092,6.1047969,7.0876241,27.128828,40.2205811,"Wh10231V","WSP Nulled"
"143","7","14NY0027-2",16.0196609,9.6786022,-3.2461786,5.7587748,6.8702121,26.8252335,39.3994751,"R839","WSP Zeroed"
"144","157","14NY0584-1",7.9863501,4.0547056,-3.2373242,6.8970337,7.8815699,30.3634338,45.199173,"Wh08092","WSP Zeroed"
"145","30","14NY0150-1",11.9735851,7.09527205,-3.23122595,6.3066702,7.34532715,28.53670695,42.16968345,"Wuh09183i","WSP Zeroed"
"146","85","14NY0295-2",11.5691271,8.2725077,-3.2295723,6.3687992,7.3825316,28.1922817,41.8833466,"Wh10110R","WSP Zeroed"
"147","44","14NY0181",8.3000154,2.1880658,-3.215713,6.8109708,7.7594671,30.6436882,45.3584366,"Wuh09097i","WSP Zeroed"
"148","640","15W2602-2",25.6554794,17.1626225,-3.2138691,4.1422462,5.6563935,22.3242531,31.9962902,"Wh09068","WSP Zeroed"
"149","200","14NY0678-2",18.7239799,10.9997463,-3.1849151,5.2542462,6.5409451,25.7405682,37.5123215,"Wh04020a","WSP Zeroed"
"150","31","14NY0150-2",14.43014525,9.09142255,-3.1836978,5.94887925,7.03539585,27.2689705,40.20849225,"Wuh09183i","WSP Zeroed"
"151","55","14NY0221-1",12.3232145,10.2939701,-3.1601789,6.4008718,7.2095656,26.8766251,40.3196068,"Wh00051","WSP Zeroed"
"152","563","15NY0658",21.8788948,12.500433,-3.1562786,4.7356935,6.1205864,24.4643383,35.3075104,"Wh07165R","WSP Nulled"
"153","18","14NY0096-2",8.118516,2.4744575,-3.1518908,6.9450369,7.8806677,30.7216339,45.6677856,"Wh09033","WSP Zeroed"
"154","515","15NY0356",26.743,17.7613087,-3.1492329,4.1010447,5.5324497,21.8882179,31.3560658,"Wh10216V","WSP Zeroed"
"155","226","14NY0747-1",11.0290022,8.2740812,-3.0969203,6.4224191,7.3949594,28.0698376,41.8307228,"Wh10110R","WSP Zeroed"
"156","4","14NY0023-1",11.76542,6.9022255,-3.0874634,6.5043497,7.2954555,28.1457329,41.9361191,"R853","WSP Nulled"
"157","492","15NY0234",22.6228981,17.3520546,-3.0865479,4.9536753,5.8742738,22.2746563,32.8316727,"Wh07166R","WSP Zeroed"
"158","167","14NY0611-2",6.4075098,1.9718933,-3.0842428,7.1190286,8.0701694,31.24786,46.598896,"Wh09061","WSP Zeroed"
"159","171","14NY0621-2",22.8385773,17.108408,-3.065752,4.6853609,5.9313765,22.5114384,32.9585724,"Wh10080","WSP Zeroed"
"160","153","14NY0575-2",14.0988474,8.3202505,-3.0610507,6.0273418,7.1308088,27.5174179,40.698452,"Wh98063","WSP Zeroed"
"161","156","14NY0583-1",20.9081345,13.3851538,-3.0520175,4.8758011,6.2953634,24.5009537,35.6556396,"Wh08091","WSP Zeroed"
"162","508","15NY0310",24.3994522,19.135603,-3.051935,4.6910286,5.6140919,21.0723095,31.0747337,"Wuh09093i","WSP Zeroed"
"163","542","15NY0524",24.5600548,17.9931507,-3.0455544,4.3641725,5.7430696,21.9078884,31.8518925,"Wh04036V","WSP Zeroed"
"164","480","15NY0187",25.5925369,15.4827929,-3.0419922,4.1506019,5.7335901,22.8431549,32.7068443,"Wh96015","WSP Zeroed"
"165","182","14NY0643-1",26.4587936,18.9519691,-3.0386901,4.1889944,5.6438026,21.5092125,31.1791687,"Wh07061a","WSP Zeroed"
"166","202","14NY0689-1",13.8433561,8.0651979,-3.0383077,6.0245657,7.1385469,27.6398678,40.8396339,"Wh09075","WSP Zeroed"
"167","547","15NY0547",21.9879379,14.7301569,-3.0301294,4.8158145,5.9870491,23.2240543,33.9119987,"Wh07013","WSP Nulled"
"168","597","15NY0853",25.9630737,16.2999992,-2.9741685,4.2229395,5.6590171,22.3589134,32.1700287,"Wh96015","WSP Zeroed"
"169","603","15NY0886",25.0397415,14.5139685,-2.950953,4.2038474,5.796277,23.1118202,33.1421356,"Wh93016","WSP Zeroed"
"170","227","14NY0747-2",15.1389475,11.7993612,-2.9454112,5.9429455,6.8874488,25.8099709,38.5080452,"Wh10110R","WSP Zeroed"
"171","151","14NY0574-2",17.5759201,13.7864456,-2.9339433,5.5332608,6.5273232,24.6777725,36.586895,"Wh10216V","WSP Zeroed"
"172","250","14NY0792-2",16.284359,13.3678637,-2.9253399,5.9282188,6.7048411,24.8006878,37.2610855,"Wh00033","WSP Zeroed"
"173","208","14NY0703-2",9.8482523,3.9867668,-2.8982499,6.7599831,7.5855093,29.4466152,43.9037056,"Wh08022","WSP Zeroed"
"174","102","14NY0323-2",16.8791733,14.032567,-2.8715649,5.7442837,6.6173182,24.6203194,36.8158073,"Wh98044","WSP Zeroed"
"175","493","15NY0245",25.4435921,18.7961903,-2.8651214,4.4060402,5.5917878,21.3433743,31.1358681,"Wh98044","WSP Nulled"
"176","84","14NY0295-1",14.715642,11.6997061,-2.8619719,5.9827824,6.9182234,25.8753147,38.6752129,"Wh10110R","WSP Zeroed"
"177","59","14NY0228",11.3597965,8.9886408,-2.8536456,6.49002935,7.3546319,27.56650735,41.41674235,"Wuh09191i","WSP Zeroed"
"178","173","14NY0625-2",16.9481354,9.4046459,-2.8530867,5.5066156,6.6650162,25.9851151,38.2354584,"Wh03031","WSP Zeroed"
"179","513","15NY0348",19.3605843,14.6493177,-2.8331795,5.3738928,6.3600721,23.8562222,35.4759636,"Wh05066a","WSP Nulled"
"180","163","14NY0608-2",10.9935141,10.161274,-2.8265498,6.5601459,7.1783891,26.4956169,40.0950394,"Wh94053","WSP Zeroed"
"181","161","14NY0600-2",8.6173306,3.0862303,-2.8260341,6.9631391,7.7616773,29.9932766,44.8710175,"Wh07020a","WSP Zeroed"
"182","466","15NY0105",26.4282837,19.5818577,-2.8193722,4.2982121,5.4913578,20.6068954,30.1871109,"Wh04036V","WSP Zeroed"
"183","114","14NY0345-2",12.0113554,10.2709599,-2.8175075,6.3809953,7.0764704,26.2764339,39.6187057,"Wh94053","WSP Zeroed"
"184","561","15NY0647",23.2194099,12.4365015,-2.8101487,4.4050446,5.9267311,23.8325195,34.2765579,"Wh05051","WSP Zeroed"
"185","12","14NY0081-1",8.3442783,5.7087097,-2.803071,6.8283453,7.7270098,28.9752712,43.6258011,"R851","WSP Zeroed"
"186","567","15NY0674",25.1958656,18.7812614,-2.789598,4.3714151,5.4915671,20.7685699,30.4319267,"Wh10173V","WSP Zeroed"
"187","461","15NY0091",22.9935875,16.2134666,-2.7810948,4.7585812,5.8269987,22.2278976,32.6941643,"Wh93017","WSP Zeroed"
"188","16","14NY0095",21.8420391,17.05150795,-2.77896525,5.0263269,6.1464622,22.8072262,33.7946358,"Wuh07177i","WSP Zeroed"
"189","23","14NY0118-2",11.9007673,10.2827091,-2.741725,6.4917979,7.2270923,26.463953,40.0822639,"Wh10173V","WSP Zeroed"
"190","553","15NY0600",25.8127327,19.670536,-2.7167978,4.4047804,5.4540162,20.381321,30.0239067,"Wh09087","WSP Zeroed"
"191","472","15NY0131",26.4006767,19.1858368,-2.7057667,4.1709943,5.5416365,20.8803215,30.4681034,"Wh07061a","WSP Zeroed"
"192","64","14NY0243",24.97280505,19.31879235,-2.7056781,4.55319765,5.75692105,21.25452995,31.36297515,"Wuh08127i","WSP Nulled"
"193","496","15NY0269",29.0334511,21.7942123,-2.6948719,3.9107623,5.1473222,19.1701965,28.0006332,"Wh00051","WSP Zeroed"
"194","219","14NY0731",19.84257125,13.1539192,-2.6860819,5.2559147,6.33908245,24.08091355,35.6624737,"Wuh09097i","WSP Zeroed"
"195","460","15NY0084",26.0256996,18.9919281,-2.667697,4.2857513,5.3930969,20.3865776,29.8854275,"Wh94053","WSP Zeroed"
"196","126","14NY0483-2",14.6932135,11.5581169,-2.6366248,5.8866425,6.9013367,25.4822102,38.2651253,"R825","WSP Zeroed"
"197","48","14NY0200-2",7.6220427,3.3601213,-2.6322415,6.9299374,7.8071465,29.8182621,44.7530746,"Wh09137R","WSP Zeroed"
"198","108","14NY0330-2",15.8859358,8.4470596,-2.6166432,5.987771,6.8905759,26.4507065,39.4282265,"Wh08042","WSP Zeroed"
"199","504","15NY0298",21.5819588,16.5900764,-2.6164217,5.0984955,6.050148,22.3911743,33.402874,"Wh10231V","WSP Nulled"
"200","19","14NY0109",20.6284981,12.2937083,-2.6163616,5.03627205,6.1457534,23.80194855,35.0440636,"Wuh09144i","WSP Zeroed"
"201","613","15NY0948",27.935276,19.5362911,-2.6061568,4.0841842,5.4179649,20.5786438,29.970583,"Wh10006R","WSP Zeroed"
"202","176","14NY0632-1",20.399868,16.902298,-2.5958495,5.2585692,6.0644779,22.0108223,33.1223869,"Wh10173V","WSP Zeroed"
"203","594","15NY0840",25.7345276,19.5808105,-2.5792019,4.3306041,5.3717661,20.0665207,29.5742283,"Wh05081a","WSP Nulled"
"204","47","14NY0200-1",8.9368544,5.2926044,-2.5736542,6.7150798,7.5628881,28.6115227,43.0276756,"Wh09137R","WSP Zeroed"
"205","539","15NY0514",29.237072,22.390583,-2.5711479,3.8560357,5.0973825,18.7553978,27.4954834,"Wh00033","WSP Zeroed"
"206","66","14NY0245-2",16.423481,11.6521845,-2.5664172,5.797039,6.6788692,24.821867,37.2929611,"If825","WSP Zeroed"
"207","521","15NY0388",24.8251305,14.9831352,-2.5662131,4.3907156,5.6901579,22.2081299,32.3461151,"Wh01001","WSP Zeroed"
"208","498","15NY0276",21.8750076,12.4379292,-2.5651476,4.9826112,6.0378165,23.6005821,34.6926041,"Wuh09150i","WSP Zeroed"
"209","65","14NY0245-1",14.8683214,11.9197693,-2.5532176,6.084269,6.8722396,25.0355072,37.9456825,"If825","WSP Zeroed"
"210","575","15NY0711",26.203476,19.2499123,-2.5510483,4.6116729,5.5110617,20.3626003,30.2794876,"Wh10231V","WSP Zeroed"
"211","177","14NY0632-2",16.091114,15.0897388,-2.5397511,5.8520002,6.5680237,23.6455154,35.8910103,"Wh10173V","WSP Zeroed"
"212","446","15NY0009",20.14394,11.7444296,-2.5269485,5.2589722,6.3044844,24.2904701,35.9422569,"Wh04020a","WSP Zeroed"
"213","494","15NY0250",25.6174889,20.2660923,-2.525686,4.3663101,5.3799882,19.7641792,29.2981167,"Wh05081a","WSP Nulled"
"214","98","14NY0321-2",12.27876,5.2759781,-2.5162904,6.315733,7.2217455,27.9419575,41.6892471,"Wh09061","WSP Zeroed"
"215","248","14NY0789-2",10.8393393,8.3481712,-2.4938695,6.6116276,7.3968143,27.16115,41.2317238,"If825","WSP Zeroed"
"216","6","14NY0027-1",13.517539,8.4746351,-2.4754853,6.14959,6.937655,26.2873001,39.4464264,"R839","WSP Zeroed"
"217","514","15NY0353",26.01157,19.917881,-2.4630518,4.4833255,5.4384022,19.9693375,29.6823578,"Wh96034","WSP Zeroed"
"218","642","15W2610-2",16.1923752,15.81509255,-2.45784925,5.79096245,6.3901584,22.92345525,34.9014225,"Wh05081a","WSP Zeroed"
"219","39","14NY0166-2",10.7183313,5.5546255,-2.4415305,6.6754851,7.4218063,28.1067371,42.375618,"Wh07020a","WSP Zeroed"
"220","487","15NY0218",23.5295563,14.9089518,-2.4172995,4.5155401,5.8616838,22.5471306,32.9920807,"R839","WSP Zeroed"
"221","207","14NY0703-1",13.8355799,7.6703978,-2.4058092,6.2309256,7.0154924,26.6148911,40.0087738,"Wh08022","WSP Zeroed"
"222","551","15NY0588",20.8387833,16.2032967,-2.3982635,5.0685692,5.9398088,21.9711189,32.8828888,"Wh93017","WSP Nulled"
"223","568","15NY0681",25.9122124,15.72087,-2.3835864,4.2144189,5.5791755,21.6956787,31.5591831,"Wh09075","WSP Zeroed"
"224","201","14NY0680-1",16.2471542,10.4123802,-2.383033,5.7543535,6.7018385,25.2769012,37.8223801,"Wh09137R","WSP Zeroed"
"225","595","15NY0849",27.4390564,21.6601467,-2.3587778,4.2722206,5.2930317,19.1499672,28.5017281,"Wh00051","WSP Zeroed"
"226","150","14NY0574-1",20.1551056,17.056797,-2.3530161,5.3383303,6.1482882,22.1091232,33.4403992,"Wh10216V","WSP Nulled"
"227","17","14NY0096-1",12.9609346,7.4874949,-2.352864,6.3957605,7.1510992,26.9315872,40.6248283,"Wh09033","WSP Zeroed"
"228","56","14NY0221-2",17.69944,15.9178953,-2.351809,5.7481933,6.4452124,22.8770084,34.9011879,"Wh00051","WSP Zeroed"
